,type,word,position,stemmed,polarity
1680,1.0,degeneration,noun,n,-1
1681,1.0,degradation,noun,n,-1
1682,1.0,degrade,verb,y,-1
1683,1.0,degrading,adj,n,-1
1684,1.0,degradingly,anypos,n,-1
1685,1.0,dehumanization,noun,n,-1
1686,1.0,dehumanize,verb,y,-1
1687,1.0,deign,verb,y,-1
1688,1.0,deject,verb,y,-1
1689,1.0,dejected,adj,n,-1
1690,1.0,dejectedly,adj,n,-1
1691,1.0,dejection,noun,n,-1
1692,1.0,delectable,adj,n,1
1693,0.5,delicacy,noun,n,1
1694,0.5,delicate,adj,n,1
1695,1.0,delicious,adj,n,1
1696,1.0,delight,noun,n,1
1697,1.0,delight,verb,y,1
1698,1.0,delighted,adj,n,1
1699,1.0,delightful,adj,n,1
1700,1.0,delightful,anypos,n,1
1701,1.0,delightfully,anypos,n,1
1702,1.0,delightfulness,noun,n,1
1703,0.5,delinquency,noun,n,-1
1704,0.5,delinquent,adj,n,-1
1705,1.0,delirious,adj,n,-1
1706,1.0,delirium,noun,n,-1
1707,1.0,delude,verb,y,-1
1708,1.0,deluded,adj,n,-1
1709,0.5,deluge,noun,n,-1
1710,1.0,delusion,adj,n,-1
1711,1.0,delusion,noun,n,-1
1712,1.0,delusional,adj,n,-1
1713,1.0,delusional,anypos,y,-1
1714,1.0,delusions,adj,n,-1
1715,1.0,delusions,noun,n,-1
1716,0.5,demand,adj,n,-1
1717,0.5,demand,noun,n,-1
1718,1.0,demand,verb,n,-1
1719,0.5,demands,adj,n,-1
1720,0.5,demands,noun,n,-1
1721,1.0,demean,verb,y,-1
1722,1.0,demeaning,adj,n,-1
1723,1.0,demise,noun,n,-1
1724,0.5,democratic,adj,n,1
1725,0.5,demolish,verb,y,-1
1726,0.5,demolisher,noun,n,-1
1727,1.0,demon,noun,n,-1
1728,1.0,demonic,adj,n,-1
1729,1.0,demonize,anypos,y,-1
1730,1.0,demonize,verb,y,-1
1731,1.0,demoralize,verb,y,-1
1732,1.0,demoralizing,anypos,n,-1
1733,1.0,demoralizingly,anypos,n,-1
1734,1.0,demystify,verb,y,1
1735,1.0,denial,noun,n,-1
1736,1.0,denigrate,verb,y,-1
1737,1.0,deny,verb,y,-1
1738,1.0,denounce,verb,y,-1
1739,1.0,denunciate,verb,y,-1
1740,1.0,denunciation,noun,n,-1
1741,1.0,denunciations,noun,n,-1
1742,0.5,dependable,adj,n,1
1743,0.5,dependent,adj,n,0
1744,0.5,dependent,noun,n,0
1745,0.5,deplete,verb,y,-1
1746,1.0,deplorable,adj,n,-1
1747,1.0,deplorable,anypos,y,-1
1748,1.0,deplorably,anypos,n,-1
1749,1.0,deplore,verb,y,-1
1750,1.0,deploring,adj,n,-1
1751,1.0,deploringly,anypos,n,-1
1752,1.0,deprave,verb,y,-1
1753,1.0,depraved,adj,n,-1
1754,1.0,depravedly,anypos,n,-1
1755,1.0,deprecate,verb,y,-1
1756,0.5,depress,verb,y,-1
1757,1.0,depressed,adj,n,-1
1758,1.0,depressing,adj,n,-1
1759,1.0,depressing,anypos,n,-1
1760,1.0,depressingly,anypos,y,-1
1761,0.5,depression,adj,n,-1
1762,0.5,depression,noun,n,-1
1763,1.0,deprive,verb,y,-1
1764,1.0,deprived,adj,n,-1
1765,1.0,deride,verb,y,-1
1766,1.0,derision,noun,n,-1
1767,1.0,derisive,anypos,n,-1
1768,1.0,derisively,anypos,n,-1
1769,1.0,derisiveness,anypos,n,-1
1770,1.0,derogatory,adj,n,-1
1771,1.0,desecrate,verb,y,-1
1772,1.0,deserve,verb,y,1
1773,1.0,deserved,adj,n,1
1774,1.0,deservedly,adverb,n,1
1775,1.0,deserving,adj,n,1
1776,1.0,desert,verb,y,-1
1777,1.0,desertion,noun,n,-1
1778,1.0,desiccate,verb,n,-1
1779,1.0,desiccated,adj,n,-1
1780,1.0,desirable,adj,n,1
1781,1.0,desire,adj,n,1
1782,1.0,desire,noun,n,1
1783,1.0,desire,verb,y,1
1784,1.0,desirous,anypos,n,1
1785,1.0,desolate,adj,n,-1
1786,1.0,desolately,anypos,n,-1
1787,1.0,desolation,noun,n,-1
1788,1.0,despair,noun,n,-1
1789,1.0,despair,verb,y,-1
1790,1.0,despairing,adj,n,-1
1791,1.0,despairingly,anypos,n,-1
1792,1.0,desperate,adj,n,-1
1793,1.0,desperately,anypos,y,-1
1794,1.0,desperation,noun,n,-1
1795,1.0,despicable,adj,n,-1
1796,1.0,despicably,anypos,y,-1
1797,1.0,despise,verb,y,-1
1798,1.0,despised,adj,n,-1
1799,1.0,despised,anypos,n,-1
1800,1.0,despite,anypos,n,-1
1801,1.0,despoil,verb,y,-1
1802,1.0,despoiler,noun,n,-1
1803,1.0,despondence,noun,n,-1
1804,1.0,despondency,noun,n,-1
1805,1.0,despondent,adj,n,-1
1806,1.0,despondently,anypos,n,-1
1807,1.0,despot,noun,n,-1
1808,1.0,despotic,adj,n,-1
1809,1.0,despotism,adj,n,-1
1810,1.0,despotism,noun,n,-1
1811,1.0,destabilisation,adj,n,-1
1812,1.0,destabilisation,noun,n,-1
1813,0.5,destine,verb,y,1
1814,0.5,destined,adj,n,1
1815,1.0,destinies,adj,n,1
1816,1.0,destinies,noun,n,1
1817,1.0,destiny,noun,n,1
1818,0.5,destiny,adj,n,0
1819,0.5,destiny,noun,n,0
1820,1.0,destitute,adj,n,-1
1821,1.0,destitution,noun,n,-1
1822,0.5,destroy,verb,y,-1
1823,1.0,destroyer,adj,n,-1
1824,1.0,destroyer,noun,n,-1
1825,0.5,destruction,noun,n,-1
1826,1.0,destructive,adj,n,-1
1827,1.0,desultory,adj,n,-1
1828,0.5,deter,verb,y,-1
1829,0.5,deteriorate,adj,n,-1
1830,0.5,deteriorating,adj,n,-1
1831,0.5,deteriorating,noun,n,-1
1832,0.5,deterioration,noun,n,-1
1833,1.0,determination,adj,n,1
1834,1.0,determination,noun,n,1
1835,0.5,deterrent,anypos,n,-1
1836,1.0,detest,verb,y,-1
1837,1.0,detestable,anypos,n,-1
1838,1.0,detestably,anypos,n,-1
1839,0.5,detract,verb,y,-1
1840,0.5,detraction,noun,n,-1
1841,1.0,detriment,noun,n,-1
1842,1.0,detrimental,adj,n,-1
1843,1.0,devastate,anypos,y,-1
1844,1.0,devastated,anypos,n,-1
1845,1.0,devastating,anypos,n,-1
1846,1.0,devastatingly,anypos,n,-1
1847,0.5,devastation,noun,n,-1
1848,0.5,deviate,adj,n,-1
1849,0.5,deviate,noun,n,-1
1850,0.5,deviate,verb,y,-1
1851,0.5,deviation,noun,n,-1
1852,1.0,devil,noun,n,-1
1853,1.0,devilish,adj,n,-1
1854,1.0,devilishly,anypos,n,-1
1855,1.0,devilment,noun,n,-1
1856,1.0,devilry,noun,n,-1
1857,1.0,devious,anypos,n,-1
1858,1.0,deviously,anypos,n,-1
1859,1.0,deviousness,noun,n,-1
1860,1.0,devoid,adj,n,-1
1861,1.0,devote,verb,y,1
1862,1.0,devoted,adj,n,1
1863,1.0,devotee,noun,n,1
1864,1.0,devotion,noun,n,1
1865,0.5,devout,adj,n,1
1866,0.5,dexterity,noun,n,1
1867,1.0,dexterous,adj,n,1
1868,1.0,dexterously,adverb,n,1
1869,1.0,dextrous,adj,n,1
1870,1.0,diabolic,adj,n,-1
1871,1.0,diabolical,adj,n,-1
1872,1.0,diabolically,adverb,n,-1
1873,1.0,diametrically,adverb,n,-1
1874,1.0,diatribe,anypos,n,-1
1875,1.0,diatribes,anypos,n,-1
1876,0.5,dictator,noun,n,-1
1877,0.5,dictatorial,adj,n,-1
1878,0.5,differ,verb,y,-1
1879,0.5,difference,adj,n,0
1880,0.5,difference,noun,n,0
1881,0.5,difficult,adj,n,-1
1882,0.5,difficulties,adj,n,-1
1883,0.5,difficulties,noun,n,-1
1884,1.0,difficulty,adj,n,-1
1885,1.0,difficulty,noun,n,-1
1886,1.0,diffidence,adj,n,-1
1887,1.0,diffidence,noun,n,-1
1888,0.5,dig,noun,n,-1
1889,0.5,dig,verb,y,1
1890,1.0,dignified,adj,n,1
1891,0.5,dignify,verb,y,1
1892,1.0,dignity,noun,n,1
1893,1.0,digress,verb,y,-1
1894,1.0,dilapidated,adj,n,-1
1895,0.5,dilemma,adj,n,-1
1896,0.5,dilemma,noun,n,-1
1897,0.5,diligence,noun,n,1
1898,0.5,diligent,adj,n,1
1899,0.5,diligently,adverb,n,1
1900,1.0,dilly-dally,verb,y,-1
1901,1.0,dim,adj,n,-1
1902,0.5,dim,anypos,y,-1
1903,0.5,diminish,verb,y,-1
1904,0.5,diminishing,adj,n,-1
1905,0.5,din,noun,n,-1
1906,0.5,dinky,adj,n,-1
1907,0.5,diplomacy,adj,n,0
1908,0.5,diplomacy,noun,n,0
1909,0.5,diplomatic,adj,n,1
1910,0.5,diplomatic,noun,n,1
1911,1.0,dire,adj,n,-1
1912,0.5,direct,adj,n,0
1913,1.0,direly,anypos,n,-1
1914,1.0,direness,noun,n,-1
1915,0.5,dirt,noun,n,-1
1916,0.5,dirty,adj,n,-1
1917,0.5,dirty,anypos,y,-1
1918,0.5,disable,verb,y,-1
1919,0.5,disabled,adj,n,-1
1920,1.0,disaccord,noun,n,-1
1921,1.0,disadvantage,noun,n,-1
1922,0.5,disadvantaged,adj,n,-1
1923,1.0,disadvantageous,adj,n,-1
1924,1.0,disadvantageous,noun,n,-1
1925,1.0,disaffect,verb,y,-1
1926,1.0,disaffected,adj,n,-1
1927,1.0,disaffirm,verb,y,-1
1928,1.0,disagree,verb,y,-1
1929,1.0,disagreeable,anypos,y,-1
1930,1.0,disagreeably,anypos,y,-1
1931,1.0,disagreement,adj,n,-1
1932,1.0,disagreement,noun,n,-1
1933,1.0,disallow,verb,y,-1
1934,1.0,disappoint,verb,y,-1
1935,1.0,disappointed,adj,n,-1
1936,1.0,disappointing,anypos,n,-1
1937,1.0,disappointingly,anypos,y,-1
1938,1.0,disappointment,adj,n,-1
1939,1.0,disappointment,noun,n,-1
1940,1.0,disapprobation,noun,n,-1
1941,1.0,disapproval,adj,n,-1
1942,1.0,disapproval,noun,n,-1
1943,1.0,disapprove,anypos,y,-1
1944,1.0,disapproving,anypos,n,-1
1945,0.5,disarm,verb,y,-1
1946,1.0,disarray,adj,n,-1
1947,1.0,disarray,noun,n,-1
1948,1.0,disaster,noun,n,-1
1949,1.0,disastrous,adj,n,-1
1950,1.0,disastrously,anypos,n,-1
1951,1.0,disavow,verb,y,-1
1952,1.0,disavowal,noun,n,-1
1953,1.0,disbelief,noun,n,-1
1954,1.0,disbelieve,verb,y,-1
1955,1.0,disbeliever,noun,n,-1
1956,1.0,discern,verb,y,0
1957,1.0,discerning,anypos,n,1
1958,1.0,disclaim,verb,y,-1
1959,1.0,discombobulate,verb,y,-1
1960,1.0,discomfit,verb,y,-1
1961,1.0,discomfititure,noun,n,-1
1962,0.5,discomfort,noun,n,-1
1963,0.5,discompose,verb,y,-1
1964,1.0,disconcert,verb,y,-1
1965,1.0,disconcerted,adj,n,-1
1966,1.0,disconcerting,anypos,n,-1
1967,1.0,disconcertingly,anypos,n,-1
1968,1.0,disconsolate,adj,n,-1
1969,1.0,disconsolately,adverb,n,-1
1970,1.0,disconsolation,noun,n,-1
1971,1.0,discontent,adj,n,-1
1972,1.0,discontent,noun,n,-1
1973,1.0,discontented,adj,n,-1
1974,1.0,discontentedly,adverb,n,-1
1975,1.0,discontinuity,adj,n,-1
1976,1.0,discontinuity,noun,n,-1
1977,1.0,discord,noun,n,-1
1978,1.0,discordance,noun,n,-1
1979,1.0,discordant,adj,n,-1
1980,1.0,discountenance,noun,n,-1
1981,1.0,discourage,verb,y,-1
1982,1.0,discouragement,noun,n,-1
1983,1.0,discouraging,anypos,n,-1
1984,1.0,discouragingly,anypos,n,-1
1985,1.0,discourteous,adj,n,-1
1986,1.0,discourteously,adj,n,-1
1987,1.0,discredit,verb,y,-1
1988,0.5,discreet,adj,n,1
1989,0.5,discreet,noun,n,1
1990,0.5,discrepant,adj,n,-1
1991,0.5,discretion,noun,n,1
1992,0.5,discriminate,verb,y,-1
1993,0.5,discriminating,adj,n,1
1994,0.5,discriminatingly,adverb,n,1
1995,0.5,discrimination,adj,n,-1
1996,0.5,discrimination,noun,n,-1
1997,1.0,discriminatory,adj,n,-1
1998,1.0,disdain,noun,n,-1
1999,1.0,disdain,verb,y,-1
2000,1.0,disdainful,anypos,n,-1
2001,1.0,disdainfully,anypos,n,-1
2002,0.5,disease,noun,n,-1
2003,0.5,diseased,adj,n,-1
2004,1.0,disfavor,verb,y,-1
2005,1.0,disgrace,noun,n,-1
2006,1.0,disgrace,verb,y,-1
2007,1.0,disgraced,adj,n,-1
2008,1.0,disgraceful,anypos,n,-1
2009,1.0,disgracefully,anypos,n,-1
2010,1.0,disgruntle,verb,y,-1
2011,1.0,disgruntled,adj,n,-1
2012,1.0,disgust,noun,n,-1
2013,1.0,disgust,verb,y,-1
2014,1.0,disgusted,adj,n,-1
2015,1.0,disgustedly,anypos,n,-1
2016,1.0,disgustful,adj,n,-1
2017,1.0,disgustfully,anypos,n,-1
2018,1.0,disgusting,anypos,n,-1
2019,1.0,disgustingly,anypos,n,-1
2020,1.0,dishearten,verb,y,-1
2021,1.0,disheartening,anypos,n,-1
2022,1.0,dishearteningly,anypos,n,-1
2023,1.0,dishonest,adj,n,-1
2024,1.0,dishonest,noun,n,-1
2025,1.0,dishonestly,anypos,n,-1
2026,1.0,dishonesty,noun,n,-1
2027,1.0,dishonor,noun,n,-1
2028,1.0,dishonor,verb,y,-1
2029,1.0,dishonorable,adj,n,-1
2030,1.0,dishonorablely,adverb,n,-1
2031,1.0,disillusion,noun,n,-1
2032,1.0,disillusion,verb,y,-1
2033,1.0,disillusioned,adj,n,-1
2034,1.0,disinclination,noun,n,-1
2035,1.0,disinclined,anypos,n,-1
2036,1.0,disingenuous,adj,n,-1
2037,1.0,disingenuously,adverb,n,-1
2038,0.5,disintegrate,verb,y,-1
2039,0.5,disinterested,adj,n,-1
2040,0.5,disintegration,noun,n,-1
2041,1.0,disinterest,noun,n,-1
2042,1.0,disinterested,adj,n,-1
2043,1.0,dislike,verb,y,-1
2044,0.5,dislocated,adj,n,-1
2045,1.0,disloyal,adj,n,-1
2046,1.0,disloyal,noun,n,-1
2047,1.0,disloyalty,anypos,n,-1
2048,1.0,dismal,adj,n,-1
2049,1.0,dismally,anypos,n,-1
2050,1.0,dismalness,noun,n,-1
2051,1.0,dismay,noun,n,-1
2052,1.0,dismay,verb,y,-1
2053,1.0,dismayed,adj,n,-1
2054,1.0,dismaying,anypos,n,-1
2055,1.0,dismayingly,anypos,n,-1
2056,1.0,dismissive,adj,n,-1
2057,1.0,dismissive,noun,n,-1
2058,1.0,dismissively,anypos,n,-1
2059,1.0,disobedience,noun,n,-1
2060,1.0,disobedient,adj,n,-1
2061,1.0,disobey,verb,y,-1
2062,1.0,disown,verb,y,-1
2063,0.5,disorder,noun,n,-1
2064,0.5,disorder,verb,y,-1
2065,0.5,disordered,adj,n,-1
2066,0.5,disorderly,adj,n,-1
2067,1.0,disorganized,adj,n,-1
2068,1.0,disorient,verb,y,-1
2069,1.0,disoriented,adj,n,-1
2070,1.0,disown,verb,y,-1
2071,1.0,disparage,verb,y,-1
2072,1.0,disparaging,adj,n,-1
2073,1.0,disparagingly,anypos,n,-1
2074,0.5,dispensable,adj,n,-1
2075,1.0,dispirit,verb,y,-1
2076,1.0,dispirited,adj,n,-1
2077,1.0,dispiritedly,adverb,n,-1
2078,1.0,dispiriting,anypos,y,-1
2079,0.5,displace,verb,y,-1
2080,0.5,displaced,adj,n,-1
2081,1.0,displease,verb,y,-1
2082,1.0,displeasing,adj,n,-1
2083,1.0,displeasure,adj,n,-1
2084,1.0,displeasure,noun,n,-1
2085,1.0,disposition,noun,n,0
2086,0.5,disproportionate,adj,n,-1
2087,1.0,disprove,verb,y,-1
2088,1.0,disputable,anypos,n,-1
2089,1.0,dispute,noun,n,-1
2090,1.0,dispute,verb,y,-1
2091,1.0,disputed,adj,n,-1
2092,1.0,disquiet,verb,y,-1
2093,1.0,disquieting,anypos,n,-1
2094,1.0,disquietingly,anypos,n,-1
2095,1.0,disquietude,noun,n,-1
2096,1.0,disregard,adj,n,-1
2097,1.0,disregard,noun,n,-1
2098,1.0,disregardful,adj,n,-1
2099,1.0,disreputable,adj,n,-1
2100,1.0,disrepute,noun,n,-1
2101,1.0,disrespect,verb,y,-1
2102,1.0,disrespectable,adj,n,-1
2103,1.0,disrespectablity,noun,n,-1
2104,1.0,disrespectful,anypos,n,-1
2105,1.0,disrespectfully,anypos,n,-1
2106,1.0,disrespectfulness,noun,n,-1
2107,1.0,disrespecting,adj,n,-1
2108,1.0,disrespecting,noun,n,-1
2109,1.0,disrupt,verb,y,-1
2110,1.0,disruption,adj,n,-1
2111,1.0,disruption,noun,n,-1
2112,1.0,disruptive,adj,n,-1
2113,1.0,dissatisfaction,adj,n,-1
2114,1.0,dissatisfaction,noun,n,-1
2115,1.0,dissatisfactory,adj,n,-1
2116,1.0,dissatisfied,adj,n,-1
2117,1.0,dissatisfy,verb,y,-1
2118,1.0,dissatisfying,anypos,y,-1
2119,1.0,dissemble,verb,y,-1
2120,1.0,dissembler,noun,n,-1
2121,1.0,dissension,noun,n,-1
2122,1.0,dissent,adj,n,-1
2123,1.0,dissent,noun,n,-1
2124,1.0,dissenter,noun,n,-1
2125,1.0,dissention,noun,n,-1
2126,1.0,disservice,adj,n,-1
2127,1.0,disservice,noun,n,-1
2128,1.0,dissidence,noun,n,-1
2129,1.0,dissident,adj,n,-1
2130,1.0,dissident,noun,n,-1
2131,1.0,dissidents,adj,n,-1
2132,1.0,dissidents,noun,n,-1
2133,1.0,dissocial,adj,n,-1
2134,1.0,dissolute,adj,n,-1
2135,0.5,dissolution,noun,n,-1
2136,1.0,dissonance,noun,n,-1
2137,1.0,dissonant,adj,n,-1
2138,1.0,dissonantly,adverb,n,-1
2139,1.0,dissuade,verb,y,-1
2140,1.0,dissuasive,adj,n,-1
2141,1.0,distaste,noun,n,-1
2142,1.0,distasteful,adj,n,-1
2143,1.0,distastefully,adverb,n,-1
2144,0.5,distinct,adj,n,1
2145,0.5,distinction,noun,n,1
2146,0.5,distinctive,adj,n,1
2147,0.5,distinctive,adj,n,1
2148,0.5,distinctive,noun,n,1
2149,0.5,distinctly,adj,n,0
2150,0.5,distinguish,verb,y,1
2151,1.0,distinguished,adj,n,1
2152,1.0,distort,verb,y,-1
2153,1.0,distortion,adj,n,-1
2154,1.0,distortion,noun,n,-1
2155,0.5,distract,verb,y,-1
2156,1.0,distracting,adj,n,-1
2157,1.0,distraction,adj,n,-1
2158,1.0,distraction,noun,n,-1
2159,1.0,distraught,adj,n,-1
2160,1.0,distraughtly,anypos,n,-1
2161,1.0,distraughtness,noun,n,-1
2162,1.0,distress,verb,y,-1
2163,1.0,distressed,adj,n,-1
2164,1.0,distressing,adj,n,-1
2165,1.0,distressingly,anypos,n,-1
2166,1.0,distrust,verb,y,-1
2167,1.0,distrustful,adj,n,-1
2168,1.0,distrusting,anypos,n,-1
2169,1.0,disturb,verb,y,-1
2170,1.0,disturbed,adj,n,-1
2171,1.0,disturbed-let,adj,n,-1
2172,1.0,disturbed-let,noun,n,-1
2173,1.0,disturbing,anypos,n,-1
2174,1.0,disturbingly,anypos,n,-1
2175,1.0,disunity,noun,n,-1
2176,1.0,disvalue,noun,n,-1
2177,0.5,divergent,adj,n,-1
2178,0.5,diversified,adj,n,1
2179,0.5,divide,verb,y,-1
2180,0.5,divided,adj,n,-1
2181,1.0,divine,adj,n,1
2182,1.0,divine,anypos,y,1
2183,1.0,divinely,anypos,n,1
2184,0.5,division,noun,n,-1
2185,1.0,divisive,adj,n,-1
2186,1.0,divisively,adverb,n,-1
2187,1.0,divisiveness,noun,n,-1
2188,0.5,divorce,noun,n,-1
2189,0.5,divorce,verb,y,-1
2190,0.5,divorced,adj,n,-1
2191,1.0,dizzy,adj,n,-1
2192,1.0,dizzing,adj,n,-1
2193,1.0,dizzingly,adverb,n,-1
2194,1.0,doddering,adj,n,-1
2195,1.0,dodge,adj,n,1
2196,1.0,dodge,noun,n,1
2197,1.0,dodgey,adj,n,-1
2198,1.0,dogged,adj,n,-1
2199,1.0,doggedly,adverb,n,-1
2200,1.0,dogmatic,adj,n,-1
2201,1.0,doldrums,noun,n,-1
2202,0.5,dominance,adj,n,-1
2203,0.5,dominance,noun,n,-1
2204,0.5,dominant,adj,n,0
2205,0.5,dominant,noun,n,0
2206,0.5,dominate,verb,y,-1
2207,1.0,domination,adj,n,-1
2208,1.0,domination,noun,n,-1
2209,1.0,domineer,verb,y,-1
2210,1.0,domineering,adj,n,-1
2211,1.0,domineering,noun,n,-1
2212,1.0,doom,verb,y,-1
2213,1.0,doomsday,adj,n,-1
2214,1.0,doomsday,noun,n,-1
2215,0.5,dope,noun,n,-1
2216,1.0,dote,verb,y,1
2217,1.0,dotingly,adverb,n,1
2218,1.0,doubt,noun,n,-1
2219,1.0,doubt,verb,y,-1
2220,1.0,doubtful,adj,n,-1
2221,1.0,doubtfully,adverb,n,-1
2222,1.0,doubtless,adverb,n,1
2223,1.0,doubts,adj,n,-1
2224,1.0,doubts,noun,n,-1
2225,0.5,down,noun,n,-1
2226,1.0,downbeat,adj,n,-1
2227,1.0,downcast,adj,n,-1
2228,1.0,downer,noun,n,-1
2229,1.0,downfall,noun,n,-1
2230,1.0,downfallen,noun,n,-1
2231,0.5,downgrade,verb,y,-1
2232,1.0,downhearted,adj,n,-1
2233,1.0,downheartedly,adverb,n,-1
2234,1.0,downright,anypos,n,0
2235,1.0,downside,noun,n,-1
2236,1.0,drab,adj,n,-1
2237,1.0,draconian,adj,n,-1
2238,1.0,draconic,adj,n,-1
2239,1.0,dragon,noun,n,-1
2240,1.0,dragons,adj,n,-1
2241,1.0,dragons,noun,n,-1
2242,1.0,dragoon,verb,y,-1
2243,1.0,drain,adj,n,-1
2244,1.0,drain,noun,n,-1
2245,1.0,drama,adj,n,-1
2246,1.0,drama,noun,n,-1
2247,1.0,dramatic,adj,n,0
2248,1.0,dramatically,anypos,n,0
2249,1.0,drastic,adj,n,-1
2250,1.0,drastically,adj,n,-1
2251,1.0,dread,anypos,n,-1
2252,1.0,dread,verb,y,-1
2253,1.0,dreadful,anypos,n,-1
2254,1.0,dreadfully,anypos,n,-1
2255,1.0,dreadfulness,noun,n,-1
2256,0.5,dream,adj,n,1
2257,0.5,dream,noun,n,1
2258,1.0,dream,verb,y,1
2259,1.0,dreamland,noun,n,1
2260,0.5,dreams,adj,n,1
2261,0.5,dreams,noun,n,1
2262,0.5,dreamy,adj,n,1
2263,1.0,dreary,adj,n,-1
2264,0.5,drive,noun,n,1
2265,0.5,driven,adj,n,1
2266,1.0,drones,adj,n,-1
2267,1.0,drones,noun,n,-1
2268,0.5,droop,verb,y,-1
2269,0.5,drought,adj,n,-1
2270,0.5,drought,noun,n,-1
2271,0.5,drowning,anypos,n,-1
2272,1.0,drunk,adj,n,-1
2273,1.0,drunkard,noun,n,-1
2274,1.0,drunken,adj,n,-1
2275,1.0,dubious,adj,n,-1
2276,1.0,dubiously,adverb,n,-1
2277,1.0,dubitable,adj,n,-1
2278,0.5,dud,anypos,n,-1
2279,0.5,dull,adj,n,-1
2280,1.0,dullard,noun,n,-1
2281,1.0,dumb,adj,n,-1
2282,1.0,dumb,noun,n,-1
2283,1.0,dumbfound,verb,y,-1
2284,1.0,dumbfounded,adj,n,-1
2285,1.0,dummy,noun,n,-1
2286,0.5,dump,noun,n,-1
2287,1.0,dunce,noun,n,-1
2288,1.0,dungeon,noun,n,-1
2289,1.0,dungeons,adj,n,-1
2290,1.0,dungeons,noun,n,-1
2291,1.0,dupe,verb,y,-1
2292,0.5,durable,adj,n,1
2293,0.5,durability,noun,n,1
2294,0.5,dusty,adj,n,-1
2295,0.5,duty,noun,n,0
2296,0.5,dwindle,verb,y,-1
2297,0.5,dwindling,adj,n,-1
2298,0.5,dynamic,adj,n,1
2299,0.5,dying,anypos,n,-1
2300,1.0,eager,adj,n,1
2301,1.0,eagerly,anypos,n,1
2302,1.0,eagerness,noun,n,1
2303,1.0,earnest,adj,n,1
2304,1.0,earnestly,anypos,n,1
2305,1.0,earnestness,anypos,n,1
2306,1.0,earsplitting,adj,n,-1
2307,0.5,ease,noun,n,1
2308,0.5,ease,verb,y,1
2309,0.5,easier,anypos,y,1
2310,0.5,easiest,anypos,y,1
2311,0.5,easily,anypos,y,1
2312,0.5,easiness,anypos,y,1
2313,0.5,easy,adj,n,1
2314,1.0,easygoing,adj,n,1
2315,1.0,ebullience,noun,n,1
2316,1.0,ebullient,adj,n,1
2317,1.0,ebulliently,anypos,n,1
2318,0.5,eccentric,adj,n,-1
2319,0.5,eccentricity,noun,n,-1
2320,1.0,eclectic,adj,n,1
2321,0.5,economical,adj,n,1
2322,1.0,ecstasies,noun,n,1
2323,1.0,ecstasy,noun,n,1
2324,1.0,ecstatic,adj,n,1
2325,1.0,ecstatically,anypos,n,1
2326,1.0,edgy,adj,n,-1
2327,1.0,edify,verb,y,1
2328,0.5,educable,adj,n,1
2329,0.5,educated,adj,n,1
2330,0.5,educational,adj,n,1
2331,0.5,effective,adj,n,1
2332,0.5,effectively,adverb,n,0
2333,0.5,effectiveness,noun,n,1
2334,0.5,effectual,adj,n,1
2335,0.5,efficacious,adj,n,1
2336,0.5,efficiency,noun,n,1
2337,0.5,efficient,adj,n,1
2338,1.0,effigy,noun,n,-1
2339,1.0,effortless,adj,n,1
2340,1.0,effortlessly,adverb,n,1
2341,1.0,effrontery,anypos,n,-1
2342,1.0,effusion,noun,n,1
2343,1.0,effusive,adj,n,1
2344,1.0,effusively,anypos,n,1
2345,1.0,effusiveness,noun,n,1
2346,0.5,egalitarian,adj,n,1
2347,1.0,ego,adj,n,-1
2348,1.0,ego,noun,n,-1
2349,1.0,egocentric,adj,n,-1
2350,1.0,egomania,noun,n,-1
2351,1.0,egotism,noun,n,-1
2352,1.0,egotistical,adj,n,-1
2353,1.0,egotistically,adverb,n,-1
2354,1.0,egregious,adj,n,-1
2355,1.0,egregiously,anypos,n,-1
2356,1.0,ejaculate,verb,y,-1
2357,1.0,elaborate,adj,n,0
2358,1.0,elan,noun,n,1
2359,0.5,elate,verb,y,1
2360,1.0,elated,adj,n,1
2361,1.0,elatedly,adverb,n,1
2362,1.0,elation,noun,n,1
2363,1.0,election-rigger,adj,n,-1
2364,1.0,election-rigger,noun,n,-1
2365,1.0,electrification,adj,n,1
2366,1.0,electrification,noun,n,1
2367,0.5,electrify,verb,y,1
2368,1.0,elegance,noun,n,1
2369,1.0,elegant,adj,n,1
2370,1.0,elegantly,adverb,n,1
2371,0.5,elevate,verb,y,1
2372,0.5,elevated,adj,n,1
2373,0.5,eligible,adj,n,1
2374,0.5,eliminate,verb,y,-1
2375,0.5,elimination,noun,n,-1
2376,0.5,elite,anypos,n,1
2377,1.0,eloquence,noun,n,1
2378,1.0,eloquent,adj,n,1
2379,1.0,eloquently,anypos,n,1
2380,0.5,else,anypos,y,0
2381,1.0,emaciated,anypos,n,-1
2382,0.5,emancipate,verb,y,1
2383,1.0,emasculate,verb,y,-1
2384,1.0,embarrass,verb,y,-1
2385,1.0,embarrassing,anypos,n,-1
2386,1.0,embarrassingly,anypos,n,-1
2387,1.0,embarrassment,noun,n,-1
2388,0.5,embattled,adj,n,-1
2389,1.0,embellish,verb,y,1
2390,1.0,embodiment,noun,n,0
2391,0.5,embolden,verb,y,1
2392,1.0,embrace,verb,y,1
2393,1.0,embroil,verb,y,-1
2394,1.0,embroiled,adj,n,-1
2395,1.0,embroilment,noun,n,-1
2396,1.0,eminence,noun,n,1
2397,1.0,eminent,adj,n,1
2398,1.0,emotion,adj,n,0
